Сorp.ID;Speaker;gender;Recording;URL;Context;Token;Realization;Year;ph.context;age.in.2019
185678;анс1925;f;20140622c-ans-1c;http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1c-1320817-1323902.wav;Ну, года #ещё# нет, когда скоро год будет.;ещё;ʂtʂ;1925;intervoc;94
186275;анс1925;f;20140622c-ans-1c;http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1c-1628175-1634391.wav;Седьмом... нет седьмом... девятом! Кажется, тридцать девятом году, да и отец #ещё# у нас был дома.;ещё;ʂtʂ;1925;intervoc;94
186519;анс1925;f;20140622c-ans-1c;http://www.parasolcorpus.org/Pushkino/OUT/20140622c-ans-1c-1756675-1758711.wav;Мы - то маленькие #ещё# были, невелики.;ещё;ʂtʂ;1925;intervoc;94
71363;анс1925;f;20140628b-ans;http://www.parasolcorpus.org/Pushkino/OUT/20140628b-ans-2433205-2437498.wav;Дак... #ещё# добавляли, добавляли, как надо дак бери!;ещё;ʂtʂ;1925;intervoc;94
282075;анс1925;f;I20130625b1;http://www.parasolcorpus.org/Pushkino/OUT/I20130625b1-1132761-1138152.wav;Большая была эта семья - то да, <? > #ещё# старушки, старые.;ещё;ʂtʂ;1925;intervoc;94
282436;анс1925;f;I20130625b1;http://www.parasolcorpus.org/Pushkino/OUT/I20130625b1-1433536-1438129.wav; #ещё# я раз подумаю,;ещё;ʂtʂ;1925;intervoc;94
282545;анс1925;f;I20130625b1;http://www.parasolcorpus.org/Pushkino/OUT/I20130625b1-1531306-1535871.wav; #ещё# скажи, мой миленький,;ещё;ʂtʂ;1925;intervoc;94
69364;анс1925;f;I20130625b2;http://www.parasolcorpus.org/Pushkino/OUT/I20130625b2-1471296-1473871.wav;Возьми ещё, возьми, возьми #ещё# .;ещё;ʂtʂ;1925;intervoc;94
69359;анс1925;f;I20130625b2;http://www.parasolcorpus.org/Pushkino/OUT/I20130625b2-1471296-1473871.wav;Возьми #ещё# , возьми, возьми ещё.;ещё;ʂtʂ;1925;intervoc;94
70339;анс1925;f;I20130625b2;http://www.parasolcorpus.org/Pushkino/OUT/I20130625b2-2034781-2038147.wav;Вот #ещё# есть и < какие >.;ещё;ʂtʂ;1925;intervoc;94
68166;анс1925;f;I20130625b2;http://www.parasolcorpus.org/Pushkino/OUT/I20130625b2-752980-756251.wav;Ну много #ещё# , да, я забыла.;ещё;ʂtʂ;1925;intervoc;94
259479;анс1925;f;20160630g-ans-1;http://www.parasolcorpus.org/Pushkino/OUT/20160630g-ans-1-188602-196352.wav;Да как же не расстроишься, расстроишься да #ещё# как! Так пьют да, гуляют.;ещё;ʂtʂ;1925;intervoc;94
